Pokemon,Dex_Number,Move_Count,All_Moves
Corvisquire,822,46,Aerial Ace; Agility; Air Cutter; Air Slash; Brave Bird; Defog; Drill Peck; Dual Wingbeat; Endure; Facade; Fake Tears; Feather Dance; Fly; Fury Attack; Gust; Hone Claws; Hurricane; Leer; Nasty Plot; Peck; Pluck; Power Trip; Protect; Razor Wind; Rest; Reversal; Rock Smash; Roost; Sand Attack; Scary Face; Sky Attack; Slash; Sleep Talk; Spite; Substitute; Sunny Day; Swagger; Swift; Tailwind; Take Down; Taunt; Tera Blast; Thief; U-turn; Wing Attack; Work Up
Tatsugiri,978,50,Ancient Power; Baton Pass; Calm Mind; Celebrate; Chilling Water; Counter; Dark Pulse; Draco Meteor; Dragon Cheer; Dragon Dance; Dragon Pulse; Dragon Rush; Endure; Facade; Flip Turn; Giga Impact; Harden; Helping Hand; Hydro Pump; Hyper Beam; Ice Beam; Icy Wind; Lunge; Memento; Mimic; Mirror Coat; Mud Shot; Muddy Water; Nasty Plot; Order Up; Outrage; Protect; Rain Dance; Rapid Spin; Razor Wind; Rest; Scald; Sleep Talk; Soak; Splash; Substitute; Surf; Take Down; Taunt; Tera Blast; Triple Axel; Water Gun; Water Pulse; Waterfall; Whirlpool
Pancham,674,34,Body Slam; Brick Break; Bulk Up; Bulldoze; Circle Throw; Comet Punch; Crunch; Detect; Dig; Drain Punch; Endure; Facade; False Swipe; Fire Punch; Hyper Voice; Ice Punch; Leer; Low Sweep; Parting Shot; Protect; Rock Slide; Rock Tomb; Shadow Claw; Slash; Sludge Bomb; Stone Edge; Storm Throw; Substitute; Surf; Swords Dance; Tackle; Taunt; Thunder Punch; Work Up
Dedenne,702,55,Agility; Charge; Charge Beam; Charm; Covet; Dazzling Gleam; Dig; Discharge; Draining Kiss; Eerie Impulse; Electric Terrain; Electro Ball; Electroweb; Endeavor; Endure; Entrainment; Facade; Fake Out; Fling; Giga Impact; Grass Knot; Helping Hand; Hyper Beam; Light Screen; Magnet Bomb; Magnet Rise; Misty Terrain; Nuzzle; Parabolic Charge; Play Rough; Protect; Rain Dance; Rest; Seed Bomb; Sleep Talk; Snore; Substitute; Sunny Day; Super Fang; Swift; Tackle; Tail Whip; Take Down; Tearful Look; Tera Blast; Thief; Thunder; Thunder Punch; Thunder Shock; Thunder Wave; Thunderbolt; Trailblaze; U-turn; Volt Switch; Wild Charge
Skiddo,672,52,Body Slam; Brick Break; Bulk Up; Bulldoze; Bullet Seed; Defense Curl; Dig; Double-Edge; Endeavor; Endure; Energy Ball; Facade; Giga Drain; Grass Knot; Grassy Glide; Grassy Terrain; Growth; Helping Hand; Horn Leech; Leaf Blade; Leaf Storm; Leech Seed; Magical Leaf; Megahorn; Milk Drink; Mud Shot; Mud-Slap; Play Rough; Protect; Rain Dance; Razor Leaf; Rest; Roar; Rock Slide; Rollout; Seed Bomb; Sleep Talk; Solar Beam; Stomping Tantrum; Substitute; Sunny Day; Surf; Synthesis; Tackle; Tail Whip; Take Down; Tera Blast; Trailblaze; Vine Whip; Wild Charge; Worry Seed; Zen Headbutt
Beedrill,015,35,Aerial Ace; Agility; Brick Break; Brutal Swing; Bug Buzz; Double Hit; Drill Run; Dual Wingbeat; Electroweb; Endure; Facade; False Swipe; Focus Energy; Giga Drain; Giga Impact; Harden; Hyper Beam; Iron Defense; Lunge; Outrage; Pin Missile; Poison Jab; Poison Sting; Protect; Rock Smash; Silver Wind; Sludge Bomb; Solar Beam; String Shot; Substitute; Swords Dance; Toxic; Toxic Spikes; U-turn; X-Scissor
Persian,053,88,Aerial Ace; Agility; Amnesia; Assurance; Bite; Body Slam; Burning Jealousy; Charm; Chilling Water; Confuse Ray; Covet; Curse; Dark Pulse; Dig; Double Team; Double-Edge; Endeavor; Endure; Facade; Fake Out; Fake Tears; False Swipe; Feint; Flail; Flatter; Foul Play; Fury Swipes; Giga Impact; Growl; Gunk Shot; Headbutt; Heal Block; Helping Hand; Hyper Beam; Hyper Voice; Hypnosis; Icy Wind; Iron Tail; Knock Off; Lash Out; Last Resort; Metal Claw; Metronome; Mimic; Nasty Plot; Night Slash; Pain Split; Parting Shot; Pay Day; Play Rough; Power Gem; Protect; Psych Up; Quash; Rain Dance; Rest; Roar; Scratch; Screech; Seed Bomb; Shadow Ball; Shadow Claw; Skitter Smack; Skull Bash; Slash; Sleep Talk; Smack Down; Snarl; Spikes; Spite; Substitute; Sunny Day; Swift; Switcheroo; Tail Whip; Take Down; Taunt; Tera Blast; Thief; Throat Chop; Thunder; Thunder Wave; Thunderbolt; Toxic Spikes; Trailblaze; U-turn; Water Pulse; Work Up
Primeape,057,91,Acrobatics; Assurance; Beat Up; Body Slam; Brick Break; Bulk Up; Bulldoze; Circle Throw; Close Combat; Comet Punch; Counter; Covet; Cross Chop; Curse; Dig; Double-Edge; Drain Punch; Dual Chop; Dynamic Punch; Earthquake; Encore; Endeavor; Endure; Facade; Final Gambit; Fire Punch; Fling; Focus Blast; Focus Energy; Focus Punch; Fury Swipes; Giga Impact; Gunk Shot; Headbutt; Helping Hand; Hyper Beam; Ice Punch; Knock Off; Lash Out; Leer; Low Kick; Low Sweep; Metronome; Night Slash; Outrage; Overheat; Pay Day; Poison Jab; Power-Up Punch; Protect; Rage Fist; Rain Dance; Rest; Reversal; Roar; Rock Slide; Rock Smash; Rock Throw; Rock Tomb; Scary Face; Scratch; Screech; Seed Bomb; Seismic Toss; Shadow Claw; Sleep Talk; Smack Down; Spite; Stealth Rock; Stomping Tantrum; Stone Edge; Storm Throw; Substitute; Sunny Day; Swagger; Swift; Tackle; Take Down; Taunt; Tera Blast; Thief; Thrash; Throat Chop; Thunder; Thunder Punch; Thunderbolt; Torment; U-turn; Uproar; Vacuum Wave; Work Up
Weepinbell,070,58,Acid; Acid Spray; Body Slam; Bug Bite; Bullet Seed; Clear Smog; Encore; Endure; Energy Ball; Facade; Gastro Acid; Giga Drain; Grass Knot; Grassy Glide; Grassy Terrain; Growth; Infestation; Ingrain; Knock Off; Leaf Storm; Leech Life; Lunge; Magical Leaf; Poison Jab; Poison Powder; Pounce; Power Whip; Protect; Razor Leaf; Reflect; Rest; Seed Bomb; Slam; Sleep Powder; Sleep Talk; Sludge Bomb; Sludge Wave; Solar Beam; Strength Sap; Stun Spore; Substitute; Sucker Punch; Sunny Day; Sweet Scent; Swift; Swords Dance; Synthesis; Tera Blast; Thief; Tickle; Toxic; Toxic Spikes; Trailblaze; Venoshock; Vine Whip; Weather Ball; Worry Seed; Wrap
Pinsir,127,34,Aerial Ace; Brick Break; Brutal Swing; Bulk Up; Circle Throw; Close Combat; Detect; Dig; Double Hit; Dual Wingbeat; Earthquake; Endure; Facade; False Swipe; Focus Blast; Focus Energy; Giga Impact; Harden; Hyper Beam; Iron Defense; Lunge; Outrage; Protect; Rock Slide; Rock Smash; Rock Tomb; Stealth Rock; Stone Edge; Storm Throw; Substitute; Swords Dance; Tackle; Take Down; X-Scissor
Jolteon,135,70,Agility; Alluring Voice; Baby-Doll Eyes; Baton Pass; Bite; Body Slam; Calm Mind; Charge; Charge Beam; Charm; Copycat; Covet; Curse; Detect; Dig; Disarming Voice; Discharge; Double Kick; Double-Edge; Eerie Impulse; Electric Terrain; Electro Ball; Electroweb; Endure; Facade; Fake Tears; False Swipe; Flail; Giga Impact; Growl; Headbutt; Helping Hand; Hyper Beam; Hyper Voice; Iron Tail; Last Resort; Light Screen; Metal Sound; Mimic; Mud-Slap; Pin Missile; Protect; Quick Attack; Rain Dance; Rest; Roar; Sand Attack; Shadow Ball; Skull Bash; Sleep Talk; Stored Power; Substitute; Sunny Day; Swift; Tackle; Tail Whip; Take Down; Tera Blast; Thunder; Thunder Fang; Thunder Shock; Thunder Wave; Thunderbolt; Tickle; Trailblaze; Volt Switch; Weather Ball; Wild Charge; Wish; Yawn
Flareon,136,72,Alluring Voice; Baby-Doll Eyes; Baton Pass; Bite; Body Slam; Burning Jealousy; Calm Mind; Charm; Copycat; Covet; Curse; Detect; Dig; Disarming Voice; Double Kick; Double-Edge; Ember; Endeavor; Endure; Facade; Fake Tears; Fire Blast; Fire Fang; Fire Spin; Flail; Flame Charge; Flame Wheel; Flamethrower; Flare Blitz; Giga Impact; Growl; Headbutt; Heat Wave; Helping Hand; Hyper Beam; Hyper Voice; Iron Tail; Last Resort; Lava Plume; Mimic; Mud-Slap; Overheat; Protect; Quick Attack; Rain Dance; Rest; Roar; Sand Attack; Scary Face; Scorching Sands; Shadow Ball; Skull Bash; Sleep Talk; Smog; Smokescreen; Stored Power; Substitute; Sunny Day; Swift; Swords Dance; Tackle; Tail Whip; Take Down; Taunt; Temper Flare; Tera Blast; Tickle; Trailblaze; Weather Ball; Will-O-Wisp; Wish; Yawn
Porygon,137,58,Agility; Blizzard; Charge; Charge Beam; Confuse Ray; Conversion; Conversion 2; Discharge; Double-Edge; Eerie Impulse; Electroweb; Endure; Facade; Flash Cannon; Foul Play; Giga Impact; Gravity; Headbutt; Heal Block; Hyper Beam; Ice Beam; Icy Wind; Iron Tail; Lock-On; Magnet Bomb; Magnet Rise; Metal Sound; Protect; Psybeam; Psychic; Psyshock; Rain Dance; Recover; Recycle; Reflect; Rest; Self-Destruct; Shadow Ball; Skull Bash; Sleep Talk; Solar Beam; Substitute; Sunny Day; Swift; Tackle; Take Down; Tera Blast; Thief; Thunder; Thunder Shock; Thunder Wave; Thunderbolt; Tri Attack; Trick; Trick Room; Volt Switch; Zap Cannon; Zen Headbutt
Croconaw,159,73,Aerial Ace; Ancient Power; Aqua Jet; Aqua Tail; Bite; Blizzard; Block; Breaking Swipe; Brick Break; Bubble Beam; Bulldoze; Chilling Water; Counter; Crunch; Curse; Dig; Double Team; Double-Edge; Dragon Claw; Dragon Dance; Endeavor; Endure; Facade; Fake Tears; Flail; Flatter; Fling; Flip Turn; Focus Punch; Hydro Pump; Ice Beam; Ice Fang; Ice Punch; Icy Wind; Leer; Liquidation; Low Kick; Metal Claw; Mud-Slap; Muddy Water; Outrage; Protect; Psychic Fangs; Rain Dance; Rest; Roar; Rock Slide; Rock Smash; Rock Tomb; Scary Face; Scratch; Screech; Shadow Claw; Slash; Sleep Talk; Spite; Substitute; Superpower; Surf; Swords Dance; Tackle; Take Down; Tera Blast; Thief; Thrash; Trailblaze; Uproar; Water Gun; Water Pledge; Water Pulse; Waterfall; Whirlpool; Work Up
Espeon,196,80,Alluring Voice; Baby-Doll Eyes; Baton Pass; Bite; Body Slam; Calm Mind; Charm; Confuse Ray; Confusion; Copycat; Covet; Curse; Dazzling Gleam; Detect; Dig; Disarming Voice; Double Kick; Double-Edge; Draining Kiss; Dream Eater; Endure; Expanding Force; Facade; Fake Tears; Flail; Future Sight; Giga Impact; Grass Knot; Gravity; Growl; Heal Block; Helping Hand; Hyper Beam; Hyper Voice; Imprison; Iron Tail; Last Resort; Light Screen; Magical Leaf; Mimic; Morning Sun; Mud-Slap; Power Gem; Power Swap; Protect; Psybeam; Psych Up; Psychic; Psychic Fangs; Psychic Noise; Psychic Terrain; Psyshock; Quick Attack; Rain Dance; Reflect; Rest; Roar; Safeguard; Sand Attack; Shadow Ball; Skill Swap; Skull Bash; Sleep Talk; Stored Power; Substitute; Sunny Day; Swift; Tackle; Tail Whip; Take Down; Tera Blast; Thunder Wave; Tickle; Trailblaze; Trick; Trick Room; Weather Ball; Wish; Yawn; Zen Headbutt
Qwilfish,211,73,Acid Spray; Acupressure; Agility; Aqua Jet; Aqua Tail; Astonish; Barb Barrage; Bite; Blizzard; Brine; Bubble Beam; Chilling Water; Crunch; Curse; Dark Pulse; Destiny Bond; Double-Edge; Endure; Facade; Fell Stinger; Flail; Flip Turn; Giga Impact; Gunk Shot; Gyro Ball; Harden; Haze; Hex; Hydro Pump; Ice Beam; Icy Wind; Lash Out; Liquidation; Minimize; Mud Shot; Pain Split; Pin Missile; Poison Jab; Poison Sting; Poison Tail; Protect; Rain Dance; Rest; Reversal; Scale Shot; Scary Face; Self-Destruct; Shadow Ball; Sleep Talk; Sludge Bomb; Sludge Wave; Spikes; Spit Up; Spite; Stockpile; Substitute; Supersonic; Surf; Swift; Swords Dance; Tackle; Take Down; Taunt; Tera Blast; Throat Chop; Thunder Wave; Toxic; Toxic Spikes; Venoshock; Water Gun; Water Pulse; Waterfall; Whirlpool
Skarmory,227,63,Aerial Ace; Agility; Air Cutter; Air Slash; Body Press; Brave Bird; Curse; Dark Pulse; Double Team; Drill Peck; Drill Run; Dual Wingbeat; Endure; Facade; Feint; Flash Cannon; Fly; Fury Attack; Giga Impact; Hurricane; Hyper Beam; Icy Wind; Iron Defense; Iron Head; Leer; Magnet Bomb; Metal Claw; Metal Sound; Night Slash; Payback; Peck; Protect; Razor Wind; Rest; Reversal; Roar; Rock Slide; Rock Tomb; Roost; Sand Attack; Sand Tomb; Sandstorm; Scale Shot; Skull Bash; Sky Attack; Slash; Sleep Talk; Spikes; Stealth Rock; Steel Beam; Steel Wing; Substitute; Sunny Day; Swift; Swords Dance; Tailwind; Take Down; Taunt; Tera Blast; Thief; Whirlwind; Wing Attack; X-Scissor
Absol,359,49,Aerial Ace; Air Slash; Blizzard; Body Slam; Calm Mind; Close Combat; Confuse Ray; Dark Pulse; Detect; Double Team; Double-Edge; Endure; Facade; False Swipe; Fire Blast; Flamethrower; Focus Energy; Future Sight; Giga Impact; Hyper Beam; Ice Beam; Knock Off; Leer; Night Slash; Ominous Wind; Perish Song; Phantom Force; Play Rough; Protect; Quick Attack; Razor Wind; Rock Slide; Rock Tomb; Shadow Ball; Shadow Claw; Shadow Sneak; Slash; Snarl; Stone Edge; Substitute; Swift; Swords Dance; Taunt; Thunder; Thunder Wave; Thunderbolt; Will-O-Wisp; X-Scissor; Zen Headbutt
Shelgon,372,49,Bite; Body Slam; Brick Break; Crunch; Defense Curl; Double-Edge; Draco Meteor; Dragon Breath; Dragon Cheer; Dragon Claw; Dragon Dance; Dragon Pulse; Dragon Rush; Dragon Tail; Ember; Endure; Facade; Fire Blast; Fire Fang; Fire Spin; Flamethrower; Focus Energy; Headbutt; Helping Hand; Hydro Pump; Hyper Voice; Iron Defense; Iron Head; Leer; Mud-Slap; Outrage; Protect; Rain Dance; Rest; Roar; Rock Slide; Rock Tomb; Scary Face; Shadow Claw; Sleep Talk; Substitute; Sunny Day; Take Down; Temper Flare; Tera Blast; Thrash; Thunder Fang; Twister; Zen Headbutt
Lopunny,428,47,Agility; Blizzard; Bounce; Brutal Swing; Charm; Circle Throw; Close Combat; Comet Punch; Cotton Guard; Dig; Double Hit; Double Team; Drain Punch; Draining Kiss; Dynamic Punch; Endure; Facade; Fake Out; Fire Punch; Focus Blast; Giga Impact; Headbutt; Hyper Beam; Hyper Voice; Ice Beam; Ice Punch; Iron Tail; Low Sweep; Mach Punch; Play Rough; Power-Up Punch; Protect; Quick Attack; Shadow Ball; Solar Beam; Splash; Substitute; Swift; Swords Dance; Tackle; Thunder; Thunder Punch; Thunder Wave; Thunderbolt; Triple Axel; U-turn; Work Up
Leafeon,470,71,Aerial Ace; Alluring Voice; Baby-Doll Eyes; Baton Pass; Bite; Body Slam; Bullet Seed; Calm Mind; Charm; Copycat; Covet; Curse; Detect; Dig; Disarming Voice; Double Kick; Double-Edge; Endure; Energy Ball; Facade; Fake Tears; Flail; Giga Drain; Giga Impact; Grass Knot; Grassy Glide; Growl; Helping Hand; Hyper Beam; Hyper Voice; Iron Tail; Knock Off; Last Resort; Leaf Blade; Leaf Storm; Leech Seed; Magical Leaf; Mimic; Mud Shot; Mud-Slap; Petal Dance; Protect; Quick Attack; Rain Dance; Razor Leaf; Rest; Roar; Sand Attack; Seed Bomb; Shadow Ball; Skull Bash; Sleep Talk; Solar Beam; Solar Blade; Stored Power; Substitute; Sunny Day; Swift; Swords Dance; Synthesis; Tackle; Tail Whip; Take Down; Taunt; Tera Blast; Tickle; Trailblaze; Weather Ball; Wish; X-Scissor; Yawn
Glaceon,471,70,Alluring Voice; Avalanche; Baby-Doll Eyes; Baton Pass; Bite; Blizzard; Body Slam; Calm Mind; Charm; Chilling Water; Copycat; Covet; Curse; Detect; Dig; Disarming Voice; Double Kick; Double-Edge; Endure; Facade; Fake Tears; Flail; Freeze-Dry; Frost Breath; Giga Impact; Gravity; Growl; Haze; Helping Hand; Hyper Beam; Hyper Voice; Ice Beam; Ice Fang; Ice Shard; Icicle Spear; Icy Wind; Iron Tail; Last Resort; Mimic; Mirror Coat; Mist; Mud Shot; Mud-Slap; Protect; Quick Attack; Rain Dance; Rest; Roar; Sand Attack; Shadow Ball; Sheer Cold; Skull Bash; Sleep Talk; Snowscape; Stored Power; Substitute; Sunny Day; Swift; Tackle; Tail Whip; Take Down; Taunt; Tera Blast; Tickle; Trailblaze; Triple Axel; Water Pulse; Weather Ball; Wish; Yawn
Tepig,498,57,Assurance; Body Slam; Curse; Defense Curl; Dig; Double Team; Double-Edge; Ember; Endeavor; Endure; Facade; Fire Blast; Fire Pledge; Fire Punch; Fire Spin; Flame Charge; Flame Wheel; Flamethrower; Flare Blitz; Focus Energy; Grass Knot; Gyro Ball; Head Smash; Headbutt; Heat Crash; Heat Wave; Heavy Slam; Helping Hand; Mud-Slap; Overheat; Protect; Rest; Roar; Rock Tomb; Rollout; Sleep Talk; Smog; Smokescreen; Solar Beam; Stomping Tantrum; Substitute; Sucker Punch; Sunny Day; Superpower; Tackle; Tail Whip; Take Down; Taunt; Temper Flare; Tera Blast; Thrash; Trailblaze; Wild Charge; Will-O-Wisp; Work Up; Yawn; Zen Headbutt
Scrafty,560,91,Acid Spray; Amnesia; Beat Up; Body Slam; Brick Break; Bulk Up; Close Combat; Coaching; Counter; Crunch; Curse; Dark Pulse; Detect; Dig; Double-Edge; Dragon Claw; Dragon Dance; Dragon Pulse; Dragon Tail; Drain Punch; Dual Chop; Dynamic Punch; Encore; Endeavor; Endure; Facade; Fake Out; Fake Tears; Fire Punch; Fling; Focus Blast; Focus Punch; Foul Play; Giga Impact; Grass Knot; Head Smash; Headbutt; Helping Hand; High Jump Kick; Hyper Beam; Ice Punch; Iron Defense; Iron Head; Iron Tail; Knock Off; Lash Out; Leer; Low Kick; Low Sweep; Metronome; Outrage; Parting Shot; Payback; Poison Jab; Power-Up Punch; Protect; Quick Guard; Rain Dance; Rest; Reversal; Roar; Rock Slide; Rock Smash; Rock Tomb; Sand Attack; Scary Face; Skull Bash; Sleep Talk; Sludge Bomb; Smack Down; Snarl; Spite; Stone Edge; Substitute; Sunny Day; Super Fang; Swagger; Swords Dance; Tackle; Take Down; Taunt; Tera Blast; Thief; Throat Chop; Thunder Punch; Torment; Trailblaze; Upper Hand; Uproar; Work Up; Zen Headbutt
Eelektrik,603,44,Acid; Acid Spray; Acrobatics; Bind; Body Slam; Charge; Charge Beam; Coil; Crunch; Discharge; Eerie Impulse; Electric Terrain; Electro Ball; Electroweb; Endure; Facade; Flash Cannon; Gastro Acid; Giga Drain; Headbutt; Knock Off; Light Screen; Lunge; Protect; Rain Dance; Rest; Scary Face; Sleep Talk; Spark; Substitute; Super Fang; Tackle; Take Down; Tera Blast; Thrash; Throat Chop; Thunder; Thunder Fang; Thunder Wave; Thunderbolt; U-turn; Volt Switch; Wild Charge; Zap Cannon
Dragalge,691,58,Acid; Acid Armor; Acid Spray; Aqua Tail; Bubble Beam; Chilling Water; Double Team; Draco Meteor; Dragon Pulse; Dragon Tail; Endure; Facade; Flip Turn; Focus Blast; Giga Impact; Gunk Shot; Haze; Hydro Pump; Hyper Beam; Icy Wind; Liquidation; Mud Shot; Mud-Slap; Muddy Water; Outrage; Play Rough; Poison Jab; Poison Tail; Protect; Rain Dance; Rest; Scald; Scale Shot; Scary Face; Shadow Ball; Sleep Talk; Sludge Bomb; Sludge Wave; Smokescreen; Snowscape; Spite; Substitute; Surf; Tackle; Tail Whip; Take Down; Tera Blast; Thief; Thunder; Thunderbolt; Toxic; Toxic Spikes; Twister; Venoshock; Water Gun; Water Pulse; Waterfall; Whirlpool
Gourgeist,711,42,Brutal Swing; Bullet Seed; Confuse Ray; Curse; Dark Pulse; Endure; Energy Ball; Explosion; Facade; Fire Blast; Fire Spin; Flame Charge; Flamethrower; Giga Drain; Giga Impact; Hyper Beam; Hypnosis; Leech Seed; Light Screen; Moonblast; Mystical Fire; Nasty Plot; Ominous Wind; Phantom Force; Power Whip; Protect; Psychic; Razor Leaf; Rock Slide; Safeguard; Seed Bomb; Self-Destruct; Shadow Ball; Shadow Claw; Shadow Sneak; Silver Wind; Sludge Bomb; Solar Beam; Substitute; Tackle; Trick-or-Treat; Will-O-Wisp
Falinks,870,54,Agility; Body Press; Body Slam; Brick Break; Bulk Up; Close Combat; Coaching; Comet Punch; Counter; Double Hit; Endeavor; Endure; Facade; Fake Out; False Swipe; First Impression; Focus Blast; Focus Energy; Giga Impact; Headbutt; Helping Hand; High Horsepower; Hyper Beam; Iron Defense; Iron Head; Knock Off; Low Sweep; Lunge; Megahorn; No Retreat; Poison Jab; Protect; Psych Up; Rain Dance; Rest; Reversal; Rock Slide; Rock Smash; Rock Tomb; Seed Bomb; Skull Bash; Sleep Talk; Smart Strike; Substitute; Sunny Day; Swords Dance; Tackle; Take Down; Tera Blast; Throat Chop; Trailblaze; Upper Hand; Uproar; Zen Headbutt
Scovillain,952,58,Bite; Bullet Seed; Burning Jealousy; Crunch; Double Hit; Endeavor; Endure; Energy Ball; Facade; Fire Blast; Fire Fang; Fire Spin; Flamethrower; Flare Blitz; Giga Drain; Giga Impact; Grass Knot; Grassy Glide; Grassy Terrain; Growth; Headbutt; Helping Hand; Hyper Beam; Ingrain; Lash Out; Leaf Storm; Leafage; Leech Seed; Leer; Magical Leaf; Nasty Plot; Outrage; Overheat; Protect; Rage Powder; Razor Leaf; Rest; Rollout; Sandstorm; Scary Face; Seed Bomb; Sleep Talk; Solar Beam; Spicy Extract; Stomping Tantrum; Substitute; Sunny Day; Super Fang; Swagger; Take Down; Temper Flare; Tera Blast; Thief; Thunder Fang; Trailblaze; Will-O-Wisp; Worry Seed; Zen Headbutt
Tinkatuff,958,54,Astonish; Baby-Doll Eyes; Brick Break; Brutal Swing; Bulk Up; Bulldoze; Covet; Draining Kiss; Encore; Endeavor; Endure; Facade; Fairy Wind; Fake Out; Fake Tears; False Swipe; Feint; Flash Cannon; Flatter; Fling; Foul Play; Helping Hand; Ice Hammer; Knock Off; Light Screen; Metal Claw; Metal Sound; Metronome; Play Rough; Pounce; Power-Up Punch; Protect; Quash; Reflect; Rest; Rock Slide; Rock Smash; Rock Throw; Rock Tomb; Screech; Skill Swap; Skitter Smack; Slam; Sleep Talk; Stealth Rock; Steel Beam; Stone Edge; Substitute; Sweet Kiss; Swords Dance; Tackle; Tera Blast; Thief; Thunder Wave
Frigibax,996,35,Aqua Tail; Avalanche; Bite; Blizzard; Body Slam; Crunch; Dig; Draco Meteor; Dragon Breath; Dragon Claw; Dragon Pulse; Dragon Rush; Dragon Tail; Endure; Facade; Focus Energy; Freeze-Dry; Helping Hand; Ice Beam; Ice Fang; Icicle Crash; Icicle Spear; Icy Wind; Leer; Outrage; Protect; Rain Dance; Rest; Sleep Talk; Snowscape; Substitute; Swords Dance; Tackle; Take Down; Tera Blast
Foongus,590,46,Absorb; Astonish; Body Slam; Bullet Seed; Clear Smog; Dazzling Gleam; Defense Curl; Endure; Energy Ball; Facade; First Impression; Foul Play; Giga Drain; Grass Knot; Grassy Terrain; Growth; Heal Block; Ingrain; Leaf Storm; Magical Leaf; Mega Drain; Mimic; Mud Shot; Poison Powder; Pollen Puff; Protect; Rage Powder; Rain Dance; Rest; Rollout; Seed Bomb; Skull Bash; Sleep Talk; Sludge Bomb; Solar Beam; Spore; Stun Spore; Substitute; Sunny Day; Sweet Scent; Synthesis; Tera Blast; Toxic; Toxic Spikes; Venoshock; Worry Seed
